ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F392_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,none,0.0,Arginine,25.0,1.4,1.5,2.926888387066376,2.5115783696434875,2.1129682533440186,1.7448070022353146,1.088095312983912
F392_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,none,0.0,Arginine,25.0,1.4,1.5,2.8145836538089384,2.4310628165151935,2.0616083674361034,1.718195063488032,1.0967557901466871
F393,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,none,0.0,none,0.0,1.4,1.5,2.19,2.19,2.19,2.19,2.19
F393_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,none,0.0,none,0.0,1.4,1.5,1.9181877598298955,1.9128462031121747,1.9077713440209678,1.905110013885928,1.9037939759422866
F393_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,none,0.0,none,0.0,1.4,1.5,1.9456881052646409,1.940625779800451,1.9358624711449801,1.9331657589328624,1.931623760200322
F394,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.66,1.66,1.19,1.09,0.95
F394_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.7535419605257248,1.7380503303600552,1.1980086976262183,0.9887230126996939,0.9864183551655552
F394_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.6479120929592788,1.6328794799830284,1.2126347399627289,1.033888397465584,1.0311952485674438
F395,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,2.9,2.55,2.55,2.55,2.5
F395_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,2.619791935051305,2.116901324518466,2.0856544433413124,2.0837132389318276,2.083584959376904
F395_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,2.978157788607174,2.604964503242274,2.5842366328820034,2.5830855156021943,2.583017955645774
F396,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,3.39,3.39,3.39,2.76,2.1
F396_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,3.6074856425015014,3.607485642343157,3.60747053192145,2.840365487505073,1.9683855918746633
F396_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,3.2470894178507463,3.2470894173660367,3.247069376936752,2.7722906164521173,2.1351604001908133
F397,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,2.25,2.25,2.25,2.25,2.25
F397_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,2.382425125576027,2.375731257995219,2.369517220199787,2.366311115146027,2.364737334694271
F397_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,2.2275259044652493,2.221546403521406,2.2159145780800578,2.2128336885297832,2.211179543427555
F398,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Proline,25.0,1.4,1.5,2.89,2.89,2.89,2.66,2.31
F398_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Proline,25.0,1.4,1.5,2.755253756842296,2.7552537559081713,2.7552370280861416,2.582763669981953,2.3486818250367922
F398_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Proline,25.0,1.4,1.5,2.733292000034636,2.73329199991199,2.7332865360530683,2.5787685024784146,2.3101882099173197
F399,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3,1.3,1.3,1.3,1.3
F399_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3138306191902405,1.3096330952315425,1.3056300838327766,1.3032639437499773,1.3018173522353609
F399_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,1.2617435248098334,1.197813283223274,1.1375207550849558,1.098836965790443,1.0707604359540115
F400,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.59,4.59,3.3,3.04,1.75
F400_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.231567154054905,4.7385086772441944,4.023336601901076,3.207450397462025,1.9464220181815683
F400_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.737706529964749,4.302645891546993,3.6634467790298393,2.9324331589447845,1.8230331245763722
F401,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,none,0.0,none,0.0,1.4,1.5,5.34,5.34,5.34,4.59,2.8
F401_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,none,0.0,none,0.0,1.4,1.5,5.428604179358942,5.428604178533002,5.428571246626278,4.54385381474951,2.716530390310846
F401_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,none,0.0,none,0.0,1.4,1.5,5.290183190417418,5.290183190332854,5.2901752553355,4.719215937970866,2.841533213040054
F402,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,4.28,4.28,4.04,3.71,2.42
F402_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,4.327713946564504,4.250969385178018,4.073030212720943,3.7155220889491787,2.5107310473691182
F402_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,4.31744239517635,4.253147866785467,4.090111766746583,3.7314297255111137,2.4219046383120477
F403,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.55,1.55,1.55,1.55,1.55
F403_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.6033709190710888,1.572104099411327,1.5428981131129862,1.5266227611662564,1.5175178775892995
F403_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.5848243447589792,1.5649514635730517,1.5456675225862235,1.533857011852093,1.5262671180656497
F404,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,none,0.0,Arginine,25.0,1.4,1.5,1.98,1.98,1.98,1.98,1.98
F404_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,none,0.0,Arginine,25.0,1.4,1.5,1.9802742479778992,1.9673530459760395,1.9552489211098862,1.9483101513394991,1.944232772021894
F404_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,none,0.0,Arginine,25.0,1.4,1.5,2.0037403470827746,1.9661769223355448,1.9302755774078117,1.9079939888600976,1.8930696142115317
F405,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.65,1.65,1.65,1.65,1.6
F406,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,tween-80,0.05,Arginine,25.0,1.4,1.5,2.11,2.11,2.11,2.11,2.1
F406_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,tween-80,0.05,Arginine,25.0,1.4,1.5,2.142843966017307,2.141990812788364,2.1407917423159883,2.139157244174013,2.13385626061364
F406_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.25,tween-80,0.05,Arginine,25.0,1.4,1.5,2.2122287110012837,2.2101800334041797,2.207124571178743,2.202706596435701,2.1870660941410476
F407,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,5.69,5.69,5.69,5.23,2.4
F407_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,5.330008806136892,5.330008806096994,5.330004109853702,4.863302600648872,2.3330848354921963
F407_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,5.904763455867471,5.904763455749874,5.904756339640267,5.524265372400388,2.6361313512899707
F408,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,6.79,6.79,5.99,5.51,3.0
F408_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,5.756317581159943,5.57188733021094,5.226868742224092,4.635509810680201,2.519341901642339
F408_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,6.531369524422758,6.301097136449464,5.884609567922959,5.19525940063748,2.838852621754623
F409,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,Arginine,25.0,1.4,1.5,7.66,7.66,7.66,6.43,2.2
F409_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,Arginine,25.0,1.4,1.5,7.714614989735711,7.714614989567329,7.714598912438627,6.501398540031067,1.9281989703905122
F409_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,none,0.0,Arginine,25.0,1.4,1.5,8.260056100457069,8.260056100221242,8.260035678681753,6.901914320147002,2.4062959746347374
F410,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,1.51,1.51,1.51,1.51,1.5
F410_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,1.4775264238194794,1.4771779270448928,1.476627811825449,1.4757933296297752,1.4727258249739545
F410_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,1.418157454026565,1.4177815002837204,1.4172148717809119,1.416393745088998,1.4135644353741474
F411,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,1.4,1.5,1.66,1.66,1.66,1.66,1.0
F412,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,134.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,68.89,66.89,56.91,34.9,8.1
F412_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,134.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,72.25948322010285,70.1894164359092,60.690093262004616,36.056724279443145,7.531546234314936
F412_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,134.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,65.81184338478685,63.4254982431772,54.490627492998534,34.32890111799025,8.450115994915372
F413,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.09,4.09,4.09,3.76,2.15
F413_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.152696293100628,4.152696292999391,4.152690052898787,3.8326005031917383,2.2450900881198526
F413_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.268025138541004,4.2680251384160925,4.268014542970339,3.6305533391938623,2.0753222515599905
F414,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,6.99,4.99,4.39,3.5,2.1
F414_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.384085364354478,5.759686015032628,4.500770606152505,3.5520018872010777,2.2698811926826603
F414_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.031984793399569,5.509381200268403,4.322233146279373,3.422087940432978,2.194824409199552
F415,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,5.83,5.83,5.19,4.5,1.35
F415_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,5.385283391606777,5.259692379903158,4.914837730949294,4.105050149682063,1.1845851373229004
F415_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,15.0,NaCl,140,none,0.0,none,0.0,none,0.0,1.4,1.5,6.367994070049871,6.187321663901799,5.734403041277306,4.763666053428353,1.4944258197283269
F416,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,6.56,6.56,4.99,4.59,1.0
F416_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,6.908052740544479,6.623298715290846,5.922630646264807,4.543240400257092,1.0849564090545554
F416_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,55.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,6.613777946416847,6.317245129465669,5.610876825127929,4.270188479380774,1.0319061954630315
F417,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1,1.1,1.1,0.9,0.9
F417_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.0192428386748678,1.0192428382033627,1.0191343351713846,0.8559444963687696,0.8548709109452826
F417_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1256063441766797,1.1256063431180021,1.1253738294951678,0.8888209011791586,0.8877200209936685
F418,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.21,1.21,1.21,1.1,1.0
F418_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.2730125810753137,1.2730125810452315,1.273009952206756,1.1670037960643516,1.0761777280701543
F418_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.1818510859327378,1.1818510859218303,1.1818494541839462,1.0803496485444228,1.0081073164457575
F419,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,tween-80,0.05,Arginine,25.0,1.4,1.5,1.84,1.84,1.84,1.38,1.12
F419_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,tween-80,0.05,Arginine,25.0,1.4,1.5,1.8414473894705834,1.8414473889170222,1.8414190118028604,1.3787074114482452,1.1628742233518232
F419_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,20.0,25.0,Histidine,6.0,30.0,none,0,none,0.0,tween-80,0.05,Arginine,25.0,1.4,1.5,1.8714915895372521,1.8714915894956028,1.871484546354492,1.384607627422548,1.0479682554997212
F420,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,100.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,24.96,19.96,18.98,11.94,4.3
F420_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,100.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,24.291527910425735,21.393279099721596,17.35930922366611,12.696413297186803,4.529597576497143
F420_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,100.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,25.04726742505358,22.146601134502415,17.860510910069216,12.748066817634854,4.05026529020256
F421,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,120.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,47.93,39.94,32.95,22.97,6.0
F421_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,120.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,52.50874284732688,45.805828566296064,35.94278954485929,24.5700879224397,6.947150003819443
F421_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,120.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,44.04683649701157,38.55623764232888,30.172427527310326,20.32223923557651,5.353810581569834
F422,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,150.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,99.84,99.84,89.85,55.11,10.5
F422_syn_1,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,150.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,97.39119708351654,95.72574672050783,86.09934243695378,53.51750482423605,10.93888160208343
F422_syn_2,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,150.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,106.77375802525407,105.62942971087048,96.90747059960485,58.82952532292978,10.109412769320652
F423,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.29,7.29,7.29,6.43,3.2
F423_syn_1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.542713245725307,7.542713245146003,7.542677837123127,6.0886770127957215,3.1118713875203925
F423_syn_2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.4,1.5,6.721673657649162,6.721673657499956,6.721659372690569,5.737595596534849,3.212803304934429
F424,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,74.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.63,5.0,4.75,4.14,2.0
F424_syn_1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,74.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.717234299934653,5.392224961043653,4.885693266220394,4.171098759047604,2.226418452224033
F424_syn_2,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,74.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.71404708574411,5.434898990971748,4.96243616566458,4.243511470039052,2.1502672979173787
F425,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,150.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,25.63,21.0,18.38,14.61,8.3
F425_syn_1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,150.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,26.053913721785417,22.05265798054986,18.098852541694505,14.421024766010074,8.061590361928872
F425_syn_2,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,150.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,24.889181978918913,21.040170775228145,17.239868665994198,13.710042741243514,7.626651648351135
F426,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,27.0,20.13,15.88,10.81,2.2
F426_syn_1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,26.04722702442323,21.195523692765246,15.869464769163063,10.923628909485323,3.871214648527112
F426_syn_2,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,24.640541487767855,19.94293005719914,14.725779684048817,9.908659321878872,3.281430792946924
F427,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,214.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,43.75,43.75,43.75,40.25,14.0
F427_syn_1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,214.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,43.567103725414015,43.567103725193306,43.56707124181528,39.473895972741815,15.112563371585987
F427_syn_2,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,214.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,44.178154239346355,44.17815423927853,44.17813770720977,40.632951634604666,14.678066500722563
F428,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,49.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.63,1.63,1.5,1.5,1.5
F428_syn_1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,49.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.7250858993617944,1.7242539342672851,1.491692130115285,1.4908197539120074,1.490819742246687
F428_syn_2,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,49.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.6722148088033562,1.6711529107872294,1.3931866345789163,1.392276835080365,1.3922768237473664
F429,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.75,5.63,5.13,4.14,2.5
F429_syn_1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.919501952873073,5.732924762045551,5.197052537242816,4.152248519913933,2.484963132134184
F429_syn_2,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.9308035616191965,5.788867407166198,5.298462541911866,4.173870093239577,2.366207967960551
